               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  15,            0.044226,            0.046672,            0.015804,             0.18399,             0.31783,             0.20671,            0.085846,            0.037978,            0.033999,            0.012427,            0.008614,            0.008614,            0.008614
                  16,            0.042645,            0.045333,            0.014632,              0.1755,             0.35271,             0.21761,            0.096506,            0.035864,            0.033843,            0.012152,            0.008515,            0.008515,            0.008515
                  17,            0.041777,            0.043978,             0.01434,             0.21899,             0.29435,             0.21853,            0.098558,             0.03633,            0.032914,            0.012287,            0.008416,            0.008416,            0.008416
                  18,            0.040698,            0.045226,            0.014729,             0.25953,              0.2935,             0.22514,             0.10047,            0.039186,            0.031393,            0.012194,            0.008317,            0.008317,            0.008317
                  19,            0.039676,            0.044281,            0.014185,             0.23395,             0.38575,               0.254,             0.11149,            0.038846,            0.030216,            0.010886,            0.008218,            0.008218,            0.008218
                  20,            0.039945,            0.043784,            0.013617,               0.218,             0.41231,             0.24532,             0.11697,             0.03568,            0.030507,            0.011279,            0.008119,            0.008119,            0.008119
                  21,            0.039316,            0.043241,            0.013303,             0.25026,             0.39728,             0.26723,             0.12495,            0.036021,            0.030386,            0.011099,             0.00802,             0.00802,             0.00802
                  22,             0.03766,            0.040939,            0.013262,             0.28496,             0.38051,             0.28949,             0.14683,            0.032186,            0.030383,            0.010462,            0.007921,            0.007921,            0.007921
                  23,            0.036221,            0.041596,            0.012981,             0.24614,             0.41441,             0.26721,             0.13906,            0.034623,            0.030954,            0.010767,            0.007822,            0.007822,            0.007822
                  24,            0.038006,            0.039184,             0.01285,             0.26413,             0.39889,              0.2986,             0.15264,            0.033478,            0.029305,            0.010727,            0.007723,            0.007723,            0.007723
                  25,            0.036336,             0.03906,            0.011252,             0.26035,             0.43903,             0.29918,             0.14818,            0.035588,            0.031128,            0.010436,            0.007624,            0.007624,            0.007624
                  26,            0.035414,            0.039948,            0.012247,             0.27275,             0.45355,             0.30403,             0.16321,            0.030783,            0.030002,            0.010049,            0.007525,            0.007525,            0.007525
                  27,            0.034723,            0.040503,            0.011635,             0.25592,             0.48133,             0.31389,             0.17106,            0.031632,            0.029259,           0.0099821,            0.007426,            0.007426,            0.007426
                  28,            0.033848,            0.040043,            0.011606,             0.35754,             0.35375,             0.31154,             0.16015,            0.032155,            0.029211,           0.0099238,            0.007327,            0.007327,            0.007327
                  29,            0.035045,            0.037951,            0.011621,              0.3084,              0.3895,             0.31055,             0.15858,            0.031465,            0.029263,           0.0098387,            0.007228,            0.007228,            0.007228
                  30,            0.033458,            0.038786,            0.012048,             0.30697,             0.51618,             0.35958,             0.19563,            0.032206,            0.027549,           0.0094854,            0.007129,            0.007129,            0.007129
                  31,            0.034064,            0.038409,            0.011351,             0.28366,             0.50133,             0.36026,             0.19593,            0.030443,            0.028425,           0.0094123,             0.00703,             0.00703,             0.00703
                  32,            0.031852,            0.038762,            0.011161,              0.3162,             0.49368,             0.36414,              0.2023,            0.029918,            0.028059,           0.0093217,            0.006931,            0.006931,            0.006931
                  33,             0.03322,            0.039184,            0.010988,             0.33418,             0.43979,             0.38256,             0.20808,            0.029283,            0.027593,           0.0093667,            0.006832,            0.006832,            0.006832
                  34,             0.03335,            0.037586,            0.010849,             0.33832,             0.46702,             0.37937,             0.20352,            0.030166,            0.027041,           0.0091913,            0.006733,            0.006733,            0.006733
                  35,            0.030847,            0.036829,            0.010167,             0.31495,             0.53003,             0.39793,             0.22839,            0.028901,             0.02789,           0.0094285,            0.006634,            0.006634,            0.006634
                  36,            0.032329,             0.03731,           0.0099131,             0.36043,             0.55626,              0.4139,             0.23405,            0.028135,            0.027394,            0.008847,            0.006535,            0.006535,            0.006535
                  37,            0.030641,            0.036534,            0.010777,             0.33601,             0.53316,             0.39652,             0.23222,            0.028118,            0.027486,            0.008943,            0.006436,            0.006436,            0.006436
                  38,            0.030166,            0.038512,            0.010231,             0.36476,             0.50406,             0.37805,             0.22021,            0.028353,            0.027211,            0.010101,            0.006337,            0.006337,            0.006337
                  39,            0.030744,            0.036038,            0.010246,             0.35961,             0.52968,             0.40661,             0.23557,            0.028217,            0.026839,           0.0090388,            0.006238,            0.006238,            0.006238
                  40,            0.030148,            0.036108,           0.0099325,             0.36393,              0.4742,             0.38635,             0.21901,            0.029623,            0.026982,            0.008751,            0.006139,            0.006139,            0.006139
                  41,            0.030179,            0.036738,            0.010045,             0.42326,             0.52096,              0.4648,             0.27889,            0.026343,            0.025926,           0.0083069,             0.00604,             0.00604,             0.00604
                  42,             0.02948,            0.035214,            0.010232,             0.36588,             0.53401,              0.4134,             0.25193,            0.027376,            0.026472,           0.0086132,            0.005941,            0.005941,            0.005941
                  43,            0.029004,            0.035412,           0.0099717,             0.36962,             0.50087,              0.4232,             0.24926,            0.027301,            0.026935,           0.0085735,            0.005842,            0.005842,            0.005842
                  44,            0.028962,            0.033431,            0.010514,             0.42496,             0.53456,             0.44984,             0.26294,             0.02708,            0.025942,           0.0080724,            0.005743,            0.005743,            0.005743
                  45,            0.028752,            0.034479,            0.010166,             0.38612,              0.5536,             0.44447,             0.26351,            0.026409,            0.025691,           0.0081739,            0.005644,            0.005644,            0.005644
                  46,            0.029052,            0.035061,           0.0090419,              0.3547,             0.57249,              0.4264,             0.26155,            0.026499,            0.026352,           0.0085156,            0.005545,            0.005545,            0.005545
                  47,            0.027638,            0.033004,           0.0093202,             0.39804,             0.53355,             0.43971,              0.2607,            0.027081,            0.025662,           0.0082428,            0.005446,            0.005446,            0.005446
                  48,            0.028526,            0.034596,            0.009225,             0.44099,             0.54546,             0.47084,             0.27805,            0.025801,            0.025695,           0.0079477,            0.005347,            0.005347,            0.005347
                  49,            0.028293,            0.034565,           0.0093888,             0.39331,             0.59508,             0.46237,             0.29126,            0.025431,             0.02513,           0.0079959,            0.005248,            0.005248,            0.005248
                  50,            0.026893,            0.034977,           0.0089977,             0.39671,             0.55913,             0.45922,              0.2863,            0.025212,             0.02472,           0.0079632,            0.005149,            0.005149,            0.005149
                  51,            0.027692,            0.032894,           0.0088059,             0.42455,             0.56632,             0.46747,             0.28942,            0.025258,            0.024808,           0.0079421,             0.00505,             0.00505,             0.00505
                  52,            0.027131,            0.032559,            0.008722,             0.39361,             0.55715,             0.44765,             0.26726,            0.026719,            0.025185,           0.0080358,            0.004951,            0.004951,            0.004951
                  53,            0.026607,            0.033661,           0.0087854,             0.45163,             0.53524,             0.48639,              0.3007,            0.025154,             0.02511,           0.0078514,            0.004852,            0.004852,            0.004852
                  54,            0.025703,            0.034998,            0.009047,             0.36827,             0.56415,             0.41865,             0.26006,            0.025322,            0.024991,           0.0083981,            0.004753,            0.004753,            0.004753
                  55,            0.026628,            0.033338,           0.0090982,             0.42194,             0.58983,             0.47211,             0.30421,            0.023997,            0.024035,           0.0076837,            0.004654,            0.004654,            0.004654
                  56,            0.027029,            0.033577,           0.0088867,              0.3996,             0.61572,             0.47353,             0.29812,            0.024243,            0.024485,           0.0078989,            0.004555,            0.004555,            0.004555
                  57,            0.026575,            0.034025,           0.0088194,             0.42109,             0.57242,             0.48023,             0.30619,             0.02412,            0.024226,           0.0077655,            0.004456,            0.004456,            0.004456
                  58,            0.026003,            0.031309,           0.0084954,             0.42007,             0.58538,             0.46298,              0.2984,            0.024323,            0.024146,           0.0078646,            0.004357,            0.004357,            0.004357
                  59,            0.025455,             0.03368,            0.008214,             0.44473,             0.60816,             0.50669,             0.31159,            0.024859,            0.024529,           0.0077636,            0.004258,            0.004258,            0.004258
                  60,            0.026172,            0.032309,           0.0085353,             0.37899,             0.61867,             0.45436,             0.27974,            0.024803,            0.024525,           0.0083772,            0.004159,            0.004159,            0.004159
                  61,            0.025233,            0.031438,           0.0082906,             0.43615,             0.59716,             0.48762,             0.31869,            0.023849,            0.023977,           0.0076628,             0.00406,             0.00406,             0.00406
                  62,            0.025985,            0.032747,           0.0080204,             0.44044,              0.5737,             0.49096,             0.31646,            0.024299,            0.023946,           0.0075122,            0.003961,            0.003961,            0.003961
                  63,            0.024774,            0.032162,            0.008234,             0.44181,             0.66315,             0.50419,             0.32116,            0.024521,            0.023985,           0.0073107,            0.003862,            0.003862,            0.003862
                  64,            0.024978,            0.033562,           0.0086525,             0.45013,             0.57333,             0.49182,             0.31569,            0.025021,            0.024011,           0.0076282,            0.003763,            0.003763,            0.003763
                  65,            0.025511,            0.033221,           0.0078317,             0.44686,             0.64243,             0.51702,             0.33545,            0.024795,            0.023788,           0.0074813,            0.003664,            0.003664,            0.003664
                  66,            0.024694,            0.031905,           0.0080745,             0.44429,             0.60267,             0.50694,             0.33234,            0.023929,            0.023803,           0.0074419,            0.003565,            0.003565,            0.003565
                  67,            0.024955,            0.033467,           0.0078991,              0.4071,             0.67423,             0.50375,             0.33312,             0.02363,            0.023922,           0.0075172,            0.003466,            0.003466,            0.003466
                  68,            0.023997,            0.031835,           0.0079999,             0.43229,             0.66575,             0.51955,             0.33716,            0.023279,            0.023432,           0.0073116,            0.003367,            0.003367,            0.003367
                  69,            0.024448,            0.032636,           0.0085109,              0.4789,             0.60714,              0.5361,             0.34971,            0.023202,             0.02375,            0.007143,            0.003268,            0.003268,            0.003268
                  70,            0.024524,            0.032829,           0.0081744,             0.49034,             0.54808,             0.51749,             0.34568,             0.02306,            0.023417,           0.0072143,            0.003169,            0.003169,            0.003169
                  71,            0.023847,            0.032301,            0.008077,             0.41932,             0.65099,             0.50877,             0.33537,            0.023818,            0.023735,           0.0074094,             0.00307,             0.00307,             0.00307
                  72,            0.024108,            0.031569,           0.0079924,             0.44757,             0.55808,             0.48164,              0.3151,            0.023939,            0.023968,           0.0083125,            0.002971,            0.002971,            0.002971
                  73,            0.023912,            0.033972,           0.0078173,             0.48915,             0.56997,             0.51914,             0.33953,            0.023642,            0.023545,           0.0072375,            0.002872,            0.002872,            0.002872
                  74,            0.024064,            0.032945,           0.0074465,             0.45347,             0.62498,             0.51095,             0.34236,            0.023132,            0.023332,           0.0075483,            0.002773,            0.002773,            0.002773
                  75,            0.023559,            0.031668,           0.0071779,             0.44957,             0.57222,             0.50738,             0.33343,            0.023675,            0.023478,           0.0074882,            0.002674,            0.002674,            0.002674
                  76,            0.023978,            0.032493,           0.0073134,             0.44773,              0.6118,             0.52792,              0.3549,            0.022921,             0.02323,           0.0074074,            0.002575,            0.002575,            0.002575
                  77,            0.023369,             0.03177,           0.0073024,             0.44992,             0.60832,             0.50247,             0.33677,            0.023331,            0.023278,            0.007692,            0.002476,            0.002476,            0.002476
                  78,            0.023494,            0.030724,           0.0075453,             0.46547,             0.63233,             0.52773,             0.35364,            0.023228,             0.02304,           0.0073852,            0.002377,            0.002377,            0.002377
                  79,            0.023291,             0.03183,           0.0068958,             0.43761,             0.64704,             0.50296,             0.34021,            0.023101,            0.023079,           0.0076009,            0.002278,            0.002278,            0.002278
                  80,            0.023217,            0.031211,           0.0070888,             0.43952,             0.64596,             0.53175,             0.35985,            0.022681,            0.023143,           0.0068898,            0.002179,            0.002179,            0.002179
                  81,            0.023226,            0.032058,           0.0076519,             0.45393,             0.61984,             0.50687,             0.33829,            0.022846,               0.023,           0.0070642,             0.00208,             0.00208,             0.00208
                  82,            0.023319,            0.032172,           0.0076731,             0.46794,             0.64621,             0.53662,             0.36509,            0.022526,            0.022796,           0.0068639,            0.001981,            0.001981,            0.001981
                  83,            0.022842,            0.031961,           0.0071384,             0.47985,             0.62097,             0.53725,             0.36265,            0.022478,            0.022908,           0.0072256,            0.001882,            0.001882,            0.001882
                  84,            0.022868,            0.030574,            0.007078,             0.45807,             0.66937,              0.5398,             0.36155,            0.022431,            0.022668,           0.0067551,            0.001783,            0.001783,            0.001783
                  85,            0.022894,            0.030658,           0.0070046,             0.47959,             0.61325,             0.52823,             0.35801,            0.022397,            0.022854,           0.0072457,            0.001684,            0.001684,            0.001684
                  86,            0.022919,            0.031339,           0.0069456,             0.51069,              0.5874,             0.53298,             0.35801,            0.022562,            0.022838,           0.0072081,            0.001585,            0.001585,            0.001585
                  87,            0.023012,             0.03144,           0.0070347,             0.48315,             0.65297,             0.54149,              0.3599,            0.022503,            0.022885,           0.0070322,            0.001486,            0.001486,            0.001486
                  88,            0.022553,            0.030707,           0.0071409,             0.46977,             0.66288,             0.54211,             0.36651,            0.022538,            0.022726,           0.0070027,            0.001387,            0.001387,            0.001387
                  89,             0.02252,            0.030852,           0.0074324,             0.46996,             0.63082,             0.53014,             0.36059,            0.022288,            0.022757,           0.0069549,            0.001288,            0.001288,            0.001288
                  90,            0.022641,             0.03126,           0.0068851,             0.48417,             0.64086,             0.54751,             0.37072,            0.022453,            0.022807,           0.0069578,            0.001189,            0.001189,            0.001189
                  91,            0.022397,            0.030838,           0.0069557,              0.4583,             0.66156,             0.53549,             0.36385,            0.022282,            0.022838,           0.0071375,             0.00109,             0.00109,             0.00109
                  92,              0.0227,            0.031053,           0.0070363,              0.4808,              0.6644,               0.551,             0.37437,            0.022185,            0.022585,           0.0069088,            0.000991,            0.000991,            0.000991
                  93,            0.022343,            0.031362,             0.00681,             0.45729,             0.66479,             0.53711,             0.36851,            0.022176,            0.022515,           0.0067729,            0.000892,            0.000892,            0.000892
                  94,            0.022483,            0.031481,           0.0066709,             0.46477,             0.70554,             0.55143,             0.37563,             0.02225,            0.022621,           0.0067244,            0.000793,            0.000793,            0.000793
                  95,            0.022602,             0.03162,           0.0066685,             0.45469,             0.67953,             0.54469,             0.37291,            0.022211,             0.02254,           0.0067273,            0.000694,            0.000694,            0.000694
                  96,            0.022101,            0.030307,           0.0068062,             0.45323,             0.71419,             0.54381,             0.37419,            0.022372,            0.022749,           0.0070302,            0.000595,            0.000595,            0.000595
                  97,            0.022719,            0.031082,           0.0069014,             0.47497,             0.66222,             0.54914,             0.37401,            0.022116,            0.022637,           0.0066833,            0.000496,            0.000496,            0.000496
                  98,            0.022382,            0.029471,           0.0066973,             0.50228,             0.64528,             0.56007,             0.38339,            0.021989,            0.022473,            0.006671,            0.000397,            0.000397,            0.000397
                  99,            0.022093,            0.029683,           0.0058923,              0.4792,             0.65839,             0.54963,             0.37552,            0.022194,            0.022658,           0.0067177,            0.000298,            0.000298,            0.000298
