               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  68,            0.020476,            0.027589,           0.0049495,             0.54098,              0.7616,             0.65783,             0.47215,            0.020501,            0.021124,           0.0061471,            0.003367,            0.003367,            0.003367
                  69,            0.020976,            0.028338,            0.005408,             0.58535,             0.71604,             0.66476,              0.4776,             0.02049,            0.021393,           0.0061702,            0.003268,            0.003268,            0.003268
                  70,            0.020866,            0.028412,           0.0049822,             0.56335,             0.74173,             0.64835,             0.46764,            0.020609,            0.021199,           0.0067604,            0.003169,            0.003169,            0.003169
                  71,            0.020545,            0.027999,            0.005113,             0.57627,             0.67122,             0.65029,             0.47071,             0.02057,            0.021327,           0.0066614,             0.00307,             0.00307,             0.00307
                  72,            0.020707,            0.027481,           0.0050111,             0.53392,             0.70298,             0.62598,             0.45275,            0.020395,            0.021513,           0.0069022,            0.002971,            0.002971,            0.002971
                  73,            0.020797,            0.029526,           0.0047089,             0.53955,             0.74347,              0.6487,              0.4697,            0.020314,            0.021184,            0.006196,            0.002872,            0.002872,            0.002872
                  74,            0.020595,            0.029404,           0.0047461,             0.57417,             0.74315,             0.67235,             0.49013,            0.020384,            0.020892,            0.006291,            0.002773,            0.002773,            0.002773
                  75,            0.020634,             0.02726,           0.0046193,             0.58202,             0.67991,             0.65539,              0.4766,            0.020432,            0.021286,           0.0067506,            0.002674,            0.002674,            0.002674
                  76,            0.020611,            0.027635,           0.0043861,             0.55399,             0.71919,             0.64965,             0.47046,            0.020319,            0.021234,           0.0064818,            0.002575,            0.002575,            0.002575
                  77,              0.0204,            0.028797,           0.0048746,             0.57417,             0.73043,              0.6507,             0.47219,            0.020284,            0.021229,           0.0067958,            0.002476,            0.002476,            0.002476
                  78,            0.020405,            0.027615,           0.0043914,             0.58143,             0.72863,             0.66792,             0.47546,            0.020348,             0.02122,           0.0065103,            0.002377,            0.002377,            0.002377
                  79,            0.020404,            0.026757,            0.004636,             0.57718,             0.70832,             0.64677,             0.46742,            0.020439,             0.02124,           0.0067714,            0.002278,            0.002278,            0.002278
                  80,            0.020317,            0.028516,           0.0044221,             0.55983,             0.73486,             0.67431,             0.49072,            0.020168,            0.021066,           0.0066385,            0.002179,            0.002179,            0.002179
                  81,            0.019947,            0.027402,           0.0039984,             0.59539,             0.69899,             0.66587,             0.48673,            0.020507,            0.021208,           0.0064132,             0.00208,             0.00208,             0.00208
                  82,            0.020394,            0.027986,           0.0041639,             0.59196,             0.70943,             0.65916,             0.47401,            0.020331,            0.021116,           0.0065639,            0.001981,            0.001981,            0.001981
                  83,            0.020067,            0.027503,           0.0040604,             0.61169,             0.71533,             0.67114,             0.48519,            0.020521,            0.020981,           0.0065884,            0.001882,            0.001882,            0.001882
                  84,            0.019668,             0.02778,           0.0035114,             0.57084,              0.7617,             0.67318,              0.4894,            0.020192,            0.021178,           0.0064398,            0.001783,            0.001783,            0.001783
                  85,            0.019289,            0.026608,           0.0030744,             0.61159,             0.70163,             0.66906,              0.4863,            0.020511,            0.021279,           0.0066337,            0.001684,            0.001684,            0.001684
                  86,            0.019775,            0.027241,           0.0033224,             0.58103,             0.73425,             0.65935,             0.47694,            0.020424,            0.021316,              0.0067,            0.001585,            0.001585,            0.001585
                  87,            0.019468,            0.026779,           0.0032318,             0.59174,             0.74328,             0.67228,             0.48933,            0.020473,             0.02115,           0.0067961,            0.001486,            0.001486,            0.001486
                  88,            0.020085,            0.026416,           0.0042287,             0.55908,             0.76735,             0.66308,             0.48278,             0.02059,            0.021162,           0.0069168,            0.001387,            0.001387,            0.001387
                  89,            0.019949,            0.027246,           0.0037333,             0.64233,             0.67739,              0.6695,             0.48696,            0.020248,            0.021008,           0.0066331,            0.001288,            0.001288,            0.001288
                  90,            0.019785,            0.026914,           0.0039212,             0.58705,             0.75861,             0.67714,             0.49477,            0.020353,            0.021225,           0.0065955,            0.001189,            0.001189,            0.001189
                  91,             0.01985,            0.027704,           0.0043165,             0.59291,             0.71339,              0.6615,             0.48188,            0.020442,             0.02113,           0.0064895,             0.00109,             0.00109,             0.00109
                  92,            0.019927,            0.027713,           0.0042804,             0.61119,             0.69916,             0.66804,             0.48934,            0.020164,            0.021052,           0.0065795,            0.000991,            0.000991,            0.000991
                  93,            0.019592,             0.02758,           0.0040207,              0.5619,              0.7572,             0.65782,             0.48377,            0.020348,            0.021348,           0.0066036,            0.000892,            0.000892,            0.000892
                  94,            0.019596,            0.026299,           0.0037795,             0.56391,             0.76899,              0.6708,             0.49305,            0.020156,            0.021165,           0.0066194,            0.000793,            0.000793,            0.000793
                  95,            0.019619,            0.026451,           0.0035612,             0.62266,              0.6765,             0.67378,             0.49226,            0.020304,            0.021141,           0.0064793,            0.000694,            0.000694,            0.000694
                  96,            0.019723,            0.027117,           0.0036861,             0.63447,             0.66738,              0.6749,             0.49339,            0.020325,            0.021036,           0.0065753,            0.000595,            0.000595,            0.000595
                  97,            0.019802,            0.027054,           0.0038545,             0.62459,              0.7266,              0.6808,             0.49764,            0.020161,            0.021075,           0.0065038,            0.000496,            0.000496,            0.000496
                  98,            0.019378,            0.026433,           0.0038226,             0.62494,             0.68868,             0.67305,             0.49081,            0.020246,            0.021124,           0.0065826,            0.000397,            0.000397,            0.000397
                  99,            0.019328,             0.02666,           0.0041238,             0.61334,             0.71915,             0.67828,             0.49756,            0.020141,            0.020967,           0.0063982,            0.000298,            0.000298,            0.000298
