               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                  47,             0.10006,             0.19507,            0.017705,             0.16344,             0.49886,             0.30871,             0.25957,             0.09265,            0.096489,             0.26543,            0.016515,              0.1581,           0.0065013,           0.0065013,           0.0065013
                  48,             0.10088,             0.21564,            0.016394,             0.16263,              0.5715,             0.28139,             0.25513,            0.089927,            0.095298,             0.26771,            0.015646,             0.15708,           0.0063764,           0.0063764,           0.0063764
                  49,             0.10161,              0.1983,            0.014694,             0.16107,             0.60305,             0.28837,              0.2532,            0.088361,            0.092401,             0.26796,            0.016042,             0.15614,           0.0062512,           0.0062512,           0.0062512
                  50,            0.099934,             0.21234,            0.016111,             0.16146,             0.66074,             0.26715,             0.27629,             0.11645,             0.09282,             0.26718,            0.015961,             0.15534,           0.0061256,           0.0061256,           0.0061256
                  51,             0.10104,             0.20204,            0.015984,             0.16136,             0.67726,             0.25578,             0.27634,              0.1086,            0.093132,              0.2661,            0.015364,               0.154,               0.006,               0.006,               0.006
                  52,             0.10201,             0.20562,            0.015034,             0.15972,             0.64213,             0.30875,             0.28954,             0.11794,              0.0918,             0.26557,            0.015035,             0.15304,           0.0058744,           0.0058744,           0.0058744
                  53,            0.099542,              0.2059,            0.015414,             0.15872,             0.68255,             0.26405,             0.26884,             0.10582,            0.093915,             0.26558,            0.015533,             0.15182,           0.0057488,           0.0057488,           0.0057488
                  54,            0.099162,             0.18902,            0.016296,             0.15894,             0.49808,              0.2814,             0.24332,            0.088387,            0.094769,             0.26416,            0.015279,             0.15132,           0.0056236,           0.0056236,           0.0056236
                  55,             0.10168,             0.21325,            0.016341,             0.15782,             0.62353,             0.25871,             0.26131,             0.10417,            0.094234,             0.26171,            0.015249,             0.15074,           0.0054987,           0.0054987,           0.0054987
                  56,             0.10104,             0.19747,            0.015545,             0.15703,             0.66994,             0.25989,             0.27178,             0.10849,            0.091547,             0.26638,            0.015809,             0.14935,           0.0053743,           0.0053743,           0.0053743
                  57,             0.10149,              0.1926,            0.015736,             0.15649,             0.52538,             0.31272,             0.28593,             0.11768,            0.090988,             0.26585,            0.015091,             0.14887,           0.0052505,           0.0052505,           0.0052505
                  58,            0.099282,             0.18926,            0.015215,             0.15648,             0.49366,             0.30042,             0.26433,            0.097965,             0.09278,             0.26776,            0.015348,             0.14806,           0.0051274,           0.0051274,           0.0051274
                  59,            0.098567,             0.19306,            0.015732,             0.15479,             0.65014,             0.27739,             0.28818,              0.1121,            0.094452,             0.26385,            0.014564,             0.14765,           0.0050052,           0.0050052,           0.0050052
                  60,            0.099867,             0.19129,            0.014843,             0.15404,             0.43184,             0.31541,             0.28271,             0.12301,            0.091683,             0.26577,            0.014411,             0.14683,            0.004884,            0.004884,            0.004884
                  61,            0.099609,             0.19958,            0.014437,             0.15372,             0.45148,             0.27758,             0.26859,            0.099447,            0.091981,             0.26728,            0.014338,             0.14619,           0.0047639,           0.0047639,           0.0047639
                  62,              0.1017,              0.2089,            0.014825,             0.15428,             0.56935,             0.30815,             0.26519,             0.10301,            0.091238,             0.26928,            0.014431,             0.14544,            0.004645,            0.004645,            0.004645
                  63,            0.098831,             0.20354,            0.014741,             0.15266,             0.59714,             0.31013,             0.28227,             0.10717,            0.093126,             0.26578,            0.015129,               0.145,           0.0045275,           0.0045275,           0.0045275
                  64,            0.099135,             0.20567,            0.014397,             0.15169,             0.58937,             0.33087,             0.30049,             0.12201,            0.090371,             0.26681,            0.014343,             0.14429,           0.0044114,           0.0044114,           0.0044114
                  65,            0.099812,             0.18471,            0.013887,             0.15292,             0.54275,             0.30221,             0.29477,             0.11569,            0.092092,             0.26594,            0.014981,             0.14333,           0.0042969,           0.0042969,           0.0042969
                  66,            0.097605,             0.19656,            0.015206,             0.15279,             0.63272,             0.29181,             0.29602,              0.1252,            0.091133,             0.26633,            0.015809,             0.14373,            0.004184,            0.004184,            0.004184
                  67,            0.099882,             0.19725,            0.015136,              0.1512,             0.53133,             0.31819,             0.29921,             0.12804,            0.090928,             0.26543,            0.014133,             0.14284,            0.004073,            0.004073,            0.004073
                  68,            0.098785,              0.1981,            0.014427,             0.15326,              0.5963,             0.31629,             0.29731,             0.13086,            0.091291,             0.26637,            0.014179,             0.14297,           0.0039638,           0.0039638,           0.0039638
                  69,            0.097823,             0.20356,            0.013967,             0.15074,             0.54202,             0.32489,             0.30896,             0.13171,            0.090536,             0.26761,            0.014621,              0.1425,           0.0038567,           0.0038567,           0.0038567
                  70,            0.099435,             0.20489,            0.014556,             0.15073,             0.53126,             0.32062,             0.29785,             0.11079,            0.092104,             0.26838,            0.013756,             0.14108,           0.0037517,           0.0037517,           0.0037517
                  71,             0.09846,             0.18839,            0.014277,             0.15029,             0.47183,             0.34944,             0.31502,             0.12843,            0.090623,             0.26393,             0.01381,              0.1403,           0.0036489,           0.0036489,           0.0036489
                  72,            0.099164,             0.19833,            0.013427,             0.14953,             0.66167,             0.28173,             0.29285,             0.11278,            0.092457,             0.26325,            0.013596,             0.13971,           0.0035484,           0.0035484,           0.0035484
                  73,            0.098417,             0.19693,             0.01359,             0.14883,             0.64111,              0.3216,             0.31502,             0.12398,            0.090027,             0.26767,            0.013544,             0.13936,           0.0034503,           0.0034503,           0.0034503
                  74,            0.097732,             0.19306,            0.013369,             0.14749,             0.66245,             0.31037,             0.31314,             0.13026,            0.091585,             0.26453,            0.013516,             0.13872,           0.0033548,           0.0033548,           0.0033548
                  75,            0.098564,             0.20714,            0.013563,             0.14824,              0.5487,             0.34476,             0.30806,             0.11921,            0.089834,             0.26704,            0.014525,             0.13871,           0.0032618,           0.0032618,           0.0032618
                  76,            0.098418,              0.1978,            0.013642,             0.14673,             0.63062,             0.31654,             0.30439,             0.12145,             0.09152,             0.26613,            0.014155,              0.1387,           0.0031716,           0.0031716,           0.0031716
                  77,            0.095943,             0.19826,             0.01378,             0.14773,             0.65284,              0.3157,             0.31323,             0.12979,            0.091129,             0.26379,            0.013561,             0.13777,           0.0030841,           0.0030841,           0.0030841
                  78,            0.097832,             0.18985,            0.013351,             0.14735,             0.55242,             0.32742,             0.31436,             0.13636,            0.089391,             0.26594,            0.013865,             0.13748,           0.0029996,           0.0029996,           0.0029996
                  79,            0.095651,              0.1894,            0.013192,             0.14694,             0.68593,             0.30996,             0.31695,             0.13484,            0.089343,             0.26895,            0.014029,             0.13744,           0.0029179,           0.0029179,           0.0029179
                  80,            0.097382,              0.2028,            0.012921,             0.14684,             0.63491,             0.30186,             0.29905,             0.11842,            0.089923,             0.26697,            0.013823,             0.13656,           0.0028394,           0.0028394,           0.0028394
                  81,            0.097137,             0.18748,            0.013389,             0.14573,             0.63476,             0.30601,             0.30728,             0.13237,            0.090491,              0.2673,            0.013863,             0.13603,           0.0027639,           0.0027639,           0.0027639
                  82,            0.095919,             0.19222,            0.014511,             0.14631,             0.46852,             0.33816,             0.31147,             0.13189,            0.089833,             0.26715,            0.014469,             0.13559,           0.0026917,           0.0026917,           0.0026917
                  83,            0.096803,             0.19864,            0.013224,             0.14455,             0.54939,             0.33884,             0.31455,             0.13452,            0.089498,             0.26737,            0.013693,             0.13555,           0.0026227,           0.0026227,           0.0026227
                  84,            0.097405,             0.21056,            0.013316,             0.14423,             0.54518,              0.3315,             0.30725,             0.13034,              0.0902,             0.26933,            0.013557,             0.13535,            0.002557,            0.002557,            0.002557
                  85,            0.096457,             0.19773,            0.012617,             0.14507,             0.54499,             0.32487,             0.30619,             0.13659,            0.090104,             0.26854,            0.013426,             0.13459,           0.0024948,           0.0024948,           0.0024948
                  86,            0.097423,             0.20336,            0.012646,             0.14399,             0.65507,             0.32025,             0.31833,             0.13093,            0.090147,             0.26619,            0.013798,             0.13451,            0.002436,            0.002436,            0.002436
                  87,             0.09646,             0.21076,             0.01313,             0.14433,              0.6448,             0.33209,             0.32018,             0.14098,             0.09061,             0.26478,            0.013876,             0.13397,           0.0023807,           0.0023807,           0.0023807
                  88,             0.09732,             0.19832,            0.012536,             0.14249,             0.65324,             0.33041,             0.32086,             0.14084,            0.089656,              0.2671,            0.013306,             0.13385,            0.002329,            0.002329,            0.002329
                  89,            0.098148,             0.20207,            0.012888,             0.14257,             0.49227,             0.33594,             0.31757,             0.14148,            0.089605,             0.26779,            0.013359,             0.13413,           0.0022809,           0.0022809,           0.0022809
                  90,            0.096465,             0.21116,            0.013101,             0.14312,             0.63527,             0.34282,             0.32076,             0.13534,            0.090195,             0.26714,            0.013579,             0.13311,           0.0022365,           0.0022365,           0.0022365
                  91,             0.09445,             0.18643,            0.013274,             0.14365,              0.6303,             0.33383,             0.32507,             0.14068,            0.089329,              0.2674,            0.013722,              0.1327,           0.0021958,           0.0021958,           0.0021958
                  92,            0.096553,             0.19604,            0.013443,             0.14196,             0.67164,             0.31716,             0.32081,             0.14581,            0.089729,             0.26507,            0.013746,             0.13246,           0.0021588,           0.0021588,           0.0021588
                  93,            0.094007,             0.19152,            0.013782,             0.14258,             0.70937,             0.30541,             0.32318,              0.1434,            0.090562,             0.26616,            0.013562,              0.1321,           0.0021257,           0.0021257,           0.0021257
                  94,            0.096532,              0.1981,            0.012472,             0.14352,             0.68045,             0.31216,              0.3198,             0.13623,             0.08895,              0.2685,            0.013475,             0.13178,           0.0020963,           0.0020963,           0.0020963
                  95,            0.093796,             0.18647,             0.01198,             0.14031,              0.6706,             0.31571,             0.32297,             0.14329,            0.088937,             0.26703,            0.013537,             0.13119,           0.0020709,           0.0020709,           0.0020709
                  96,             0.09434,             0.19831,            0.013096,              0.1408,             0.64256,             0.31936,             0.31729,             0.14323,            0.089433,             0.26584,            0.013863,             0.13126,           0.0020492,           0.0020492,           0.0020492
                  97,             0.09424,             0.18163,            0.012936,             0.13968,             0.65559,              0.3224,             0.31706,             0.13933,            0.089662,             0.26572,            0.013687,             0.13083,           0.0020315,           0.0020315,           0.0020315
                  98,            0.095898,             0.19803,            0.012253,             0.14124,              0.6644,             0.33235,             0.32616,             0.14175,            0.090285,             0.26737,            0.013155,             0.13087,           0.0020178,           0.0020178,           0.0020178
                  99,            0.094985,             0.19236,            0.013072,             0.13958,             0.68694,             0.32595,             0.33133,             0.13964,             0.08903,             0.26865,            0.013618,             0.13073,           0.0020079,           0.0020079,           0.0020079
