               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                 137,             0.09265,             0.18676,           0.0084252,             0.11509,             0.58215,             0.33625,              0.3754,             0.15846,            0.087627,             0.27139,             0.01162,             0.10325,           0.0038567,           0.0038567,           0.0038567
                 138,            0.093432,             0.18861,           0.0078753,             0.11372,             0.57467,             0.35605,             0.37753,             0.17657,            0.087205,             0.27202,            0.011515,             0.10337,           0.0038039,           0.0038039,           0.0038039
                 139,            0.092535,             0.19001,           0.0085039,             0.11292,             0.57323,             0.36292,             0.38082,             0.17725,            0.087651,             0.27119,            0.011258,             0.10312,           0.0037517,           0.0037517,           0.0037517
                 140,            0.093455,             0.20135,           0.0083674,             0.11236,             0.55545,             0.35573,             0.37283,             0.17834,            0.086904,             0.27381,            0.011343,              0.1029,              0.0037,              0.0037,              0.0037
                 141,            0.090967,             0.18278,           0.0086969,             0.11441,             0.55116,             0.35542,              0.3705,             0.17611,            0.088208,               0.272,            0.011283,             0.10249,           0.0036489,           0.0036489,           0.0036489
                 142,            0.093163,             0.20605,           0.0081364,             0.11317,              0.5457,             0.36484,             0.37814,             0.17328,            0.087299,             0.27312,             0.01133,              0.1027,           0.0035983,           0.0035983,           0.0035983
                 143,             0.09113,             0.18256,           0.0078994,             0.11131,               0.456,             0.35691,             0.36724,             0.17001,            0.087527,             0.27495,            0.011196,             0.10246,           0.0035484,           0.0035484,           0.0035484
                 144,            0.092313,             0.19135,           0.0079582,               0.112,             0.53233,              0.3531,             0.35278,             0.17407,            0.087393,             0.27115,            0.011081,             0.10259,            0.003499,            0.003499,            0.003499
                 145,            0.092377,             0.18873,           0.0078086,             0.11051,             0.56334,             0.35047,              0.3685,             0.16942,            0.087345,             0.27229,            0.011304,             0.10171,           0.0034503,           0.0034503,           0.0034503
                 146,            0.091361,               0.174,           0.0081217,             0.11127,             0.48459,             0.37742,             0.36627,             0.16852,            0.088349,             0.27453,            0.011649,             0.10218,           0.0034022,           0.0034022,           0.0034022
                 147,            0.091856,             0.18867,           0.0079096,             0.11117,             0.57249,             0.37056,             0.38173,             0.17989,            0.086321,             0.27487,            0.011636,             0.10296,           0.0033548,           0.0033548,           0.0033548
                 148,            0.091489,             0.17949,           0.0073038,              0.1109,             0.48076,             0.37565,              0.3643,             0.16429,            0.087437,             0.27358,            0.011685,             0.10205,           0.0033079,           0.0033079,           0.0033079
                 149,            0.091729,             0.19592,           0.0085245,             0.11175,             0.57975,             0.34783,             0.36353,             0.17166,            0.087294,             0.27413,             0.01185,             0.10212,           0.0032618,           0.0032618,           0.0032618
                 150,            0.092564,             0.20184,            0.007927,             0.11024,             0.54941,             0.34229,             0.36001,             0.16178,            0.087592,             0.27628,            0.011915,             0.10191,           0.0032163,           0.0032163,           0.0032163
                 151,             0.09207,             0.19334,           0.0083397,             0.11182,             0.53457,             0.34041,             0.35146,               0.168,            0.088264,             0.27278,            0.011788,             0.10133,           0.0031716,           0.0031716,           0.0031716
                 152,            0.092011,             0.19309,            0.008061,             0.11192,             0.60908,             0.34281,             0.36635,              0.1672,            0.087423,               0.275,            0.011851,             0.10191,           0.0031275,           0.0031275,           0.0031275
                 153,            0.093446,             0.18193,           0.0079255,             0.11264,             0.61041,             0.36009,             0.37275,             0.16953,            0.087597,             0.27367,            0.011512,             0.10169,           0.0030841,           0.0030841,           0.0030841
                 154,             0.09196,             0.19262,            0.008368,             0.11283,             0.59502,             0.35867,             0.37735,              0.1772,            0.087158,              0.2758,            0.011414,             0.10155,           0.0030415,           0.0030415,           0.0030415
                 155,            0.091334,             0.19831,           0.0082613,             0.11082,             0.56741,              0.3566,             0.37266,              0.1753,            0.087993,               0.275,            0.011274,             0.10192,           0.0029996,           0.0029996,           0.0029996
                 156,            0.093307,             0.19459,            0.008141,             0.11247,             0.49144,             0.38585,             0.37636,             0.18316,            0.087236,             0.27366,             0.01138,             0.10161,           0.0029584,           0.0029584,           0.0029584
                 157,            0.091222,             0.18806,           0.0087674,             0.11298,             0.59459,             0.34945,             0.37729,             0.17808,            0.087681,             0.27413,            0.011317,             0.10162,           0.0029179,           0.0029179,           0.0029179
                 158,            0.089023,             0.17848,           0.0077834,             0.11034,             0.62121,             0.34688,             0.36825,             0.17592,            0.087913,             0.27454,            0.011611,             0.10163,           0.0028783,           0.0028783,           0.0028783
                 159,            0.090778,             0.17829,           0.0080801,             0.11063,             0.54139,             0.34353,             0.35844,             0.16485,            0.088769,             0.27626,            0.011569,             0.10157,           0.0028394,           0.0028394,           0.0028394
                 160,            0.090361,             0.18397,           0.0080753,             0.11133,             0.52192,              0.3616,             0.35868,             0.16186,            0.087468,             0.27523,            0.011662,             0.10138,           0.0028013,           0.0028013,           0.0028013
                 161,            0.092827,             0.18017,           0.0085045,             0.11099,             0.49787,             0.38043,             0.37505,             0.18524,            0.086556,             0.27371,            0.011831,             0.10138,           0.0027639,           0.0027639,           0.0027639
                 162,            0.090295,             0.18646,            0.007893,             0.11086,             0.49826,             0.38327,             0.38306,             0.18388,             0.08706,             0.27396,            0.011616,              0.1014,           0.0027274,           0.0027274,           0.0027274
                 163,            0.091396,             0.20055,           0.0079634,             0.11191,             0.55589,             0.36205,              0.3829,             0.18424,            0.086853,             0.27215,             0.01148,             0.10044,           0.0026917,           0.0026917,           0.0026917
                 164,            0.091714,             0.20465,           0.0077588,             0.11177,             0.52898,             0.36871,             0.37862,             0.18228,            0.087228,             0.27401,            0.011388,             0.10084,           0.0026568,           0.0026568,           0.0026568
                 165,            0.091252,             0.19291,           0.0082141,             0.11208,             0.55183,             0.36315,             0.37905,             0.17611,            0.086461,             0.27699,            0.011698,             0.10075,           0.0026227,           0.0026227,           0.0026227
                 166,            0.089747,             0.17098,           0.0082134,             0.11109,             0.54534,             0.36468,             0.37505,             0.18044,            0.088127,             0.27317,              0.0118,             0.10107,           0.0025894,           0.0025894,           0.0025894
                 167,            0.092497,              0.1917,            0.007751,             0.11182,             0.54654,             0.36414,             0.38115,             0.18263,            0.086588,             0.27376,            0.011576,             0.10079,            0.002557,            0.002557,            0.002557
                 168,            0.092283,             0.20256,           0.0076661,             0.11068,             0.56985,             0.36122,             0.37948,             0.18107,            0.087176,             0.27313,            0.011514,             0.10073,           0.0025255,           0.0025255,           0.0025255
                 169,            0.090355,             0.19475,           0.0074808,             0.11121,             0.46985,             0.37422,             0.38106,             0.18313,             0.08682,             0.27482,            0.011522,             0.10056,           0.0024948,           0.0024948,           0.0024948
                 170,            0.089378,             0.17976,           0.0077025,             0.10984,             0.49829,             0.37201,              0.3813,             0.17956,            0.088066,             0.27657,            0.011657,             0.10059,           0.0024649,           0.0024649,           0.0024649
                 171,            0.090901,             0.17622,           0.0078405,             0.10939,             0.56723,             0.35652,             0.38616,             0.18685,            0.086767,             0.27586,            0.011581,             0.10074,            0.002436,            0.002436,            0.002436
                 172,            0.089547,             0.17352,           0.0074791,             0.10934,             0.57145,             0.36076,             0.38055,             0.18271,            0.086358,             0.27731,            0.011741,             0.10057,           0.0024079,           0.0024079,           0.0024079
                 173,            0.090249,             0.18383,           0.0074623,             0.11004,             0.57788,             0.35812,             0.38076,             0.18192,             0.08721,             0.27713,            0.011689,             0.10076,           0.0023807,           0.0023807,           0.0023807
                 174,            0.089913,             0.17476,           0.0074568,             0.10893,              0.5914,             0.34612,             0.37537,             0.18538,            0.086716,             0.27638,            0.011703,             0.10078,           0.0023544,           0.0023544,           0.0023544
                 175,            0.089827,             0.18862,           0.0070863,             0.10924,             0.61455,             0.35254,              0.3789,             0.18411,            0.087117,              0.2749,            0.011721,             0.10081,            0.002329,            0.002329,            0.002329
                 176,              0.0895,             0.18029,            0.007402,             0.10857,             0.57086,             0.36309,             0.38205,             0.18094,            0.086601,             0.27355,            0.011497,             0.10053,           0.0023045,           0.0023045,           0.0023045
                 177,            0.090539,             0.19665,            0.007493,             0.10939,             0.59465,             0.36368,             0.38469,             0.18568,            0.086782,             0.27329,            0.011184,             0.10064,           0.0022809,           0.0022809,           0.0022809
                 178,            0.088484,             0.18263,           0.0074491,              0.1097,             0.57791,             0.36399,             0.38527,              0.1856,            0.086353,             0.27327,            0.011366,             0.10038,           0.0022582,           0.0022582,           0.0022582
                 179,            0.089523,             0.19408,           0.0071608,             0.10876,             0.55139,             0.35936,             0.38112,              0.1835,            0.086365,             0.27655,            0.011449,             0.10039,           0.0022365,           0.0022365,           0.0022365
                 180,            0.091049,             0.18262,           0.0074245,             0.10936,             0.51626,             0.38009,             0.38019,             0.17991,            0.087072,             0.27378,            0.011006,            0.099718,           0.0022157,           0.0022157,           0.0022157
                 181,            0.088054,             0.18288,            0.007559,             0.10893,             0.59175,             0.35537,             0.38718,             0.18934,             0.08645,             0.27495,            0.011101,             0.10002,           0.0021958,           0.0021958,           0.0021958
                 182,            0.090694,             0.17653,           0.0075679,              0.1103,             0.57143,             0.35045,             0.37559,             0.17956,            0.087421,             0.27385,            0.011452,             0.10064,           0.0021768,           0.0021768,           0.0021768
                 183,            0.089057,             0.17744,           0.0071495,             0.10976,             0.56252,             0.35776,             0.37952,             0.17873,            0.087064,             0.27403,            0.011253,             0.10058,           0.0021588,           0.0021588,           0.0021588
                 184,            0.088823,             0.18707,           0.0070015,             0.10912,             0.57847,              0.3587,             0.38114,              0.1831,            0.086804,             0.27513,            0.011326,             0.10015,           0.0021418,           0.0021418,           0.0021418
                 185,            0.090417,             0.18962,           0.0076599,             0.11017,             0.51533,             0.37598,             0.38221,             0.19089,             0.08709,             0.27562,            0.011304,              0.1003,           0.0021257,           0.0021257,           0.0021257
                 186,            0.088886,             0.18407,           0.0073478,             0.11099,             0.60349,             0.35015,             0.37668,             0.18513,            0.086304,             0.27566,            0.011487,             0.10009,           0.0021105,           0.0021105,           0.0021105
                 187,            0.091532,             0.19398,           0.0079547,             0.11061,             0.60591,             0.35968,             0.37688,             0.18425,            0.087215,             0.27646,            0.011174,             0.10011,           0.0020963,           0.0020963,           0.0020963
                 188,            0.089066,             0.18512,           0.0072705,             0.10965,             0.56869,             0.36391,             0.37525,             0.17828,            0.086696,             0.27441,            0.011235,            0.099875,           0.0020831,           0.0020831,           0.0020831
                 189,            0.089344,             0.18893,            0.007438,             0.10805,             0.52213,             0.38342,             0.38224,             0.18837,            0.086184,             0.27543,            0.011235,             0.10013,           0.0020709,           0.0020709,           0.0020709
                 190,            0.089242,              0.1902,           0.0076392,             0.10922,             0.53777,             0.37786,             0.38384,             0.18154,            0.087263,             0.27363,            0.011175,            0.099954,           0.0020596,           0.0020596,           0.0020596
                 191,            0.089619,             0.18548,           0.0075763,             0.10946,             0.52095,              0.3832,             0.38072,              0.1821,            0.086612,             0.27582,            0.010919,            0.099718,           0.0020492,           0.0020492,           0.0020492
                 192,            0.090607,              0.1804,           0.0072237,             0.10952,             0.51436,             0.37437,             0.37311,             0.18061,            0.086668,             0.27345,            0.010865,            0.099913,           0.0020399,           0.0020399,           0.0020399
                 193,            0.091639,             0.17968,           0.0072331,             0.10782,             0.54659,             0.37612,             0.38336,              0.1828,            0.086499,             0.27262,            0.010973,             0.09961,           0.0020315,           0.0020315,           0.0020315
                 194,             0.08948,              0.1669,           0.0073541,             0.10788,             0.53322,             0.38038,              0.3832,              0.1867,            0.086242,             0.27354,            0.011109,            0.099978,           0.0020242,           0.0020242,           0.0020242
                 195,            0.089868,             0.18561,           0.0075386,             0.10786,             0.53012,             0.37293,             0.37882,             0.18887,            0.086585,              0.2753,            0.011173,            0.099475,           0.0020178,           0.0020178,           0.0020178
                 196,             0.08864,             0.18922,           0.0073646,             0.10724,             0.51184,             0.40446,             0.38953,              0.1929,            0.085878,             0.27531,            0.011191,            0.099544,           0.0020123,           0.0020123,           0.0020123
                 197,            0.092866,              0.1995,           0.0079315,             0.10951,             0.51616,             0.37611,             0.37528,             0.18699,            0.086801,             0.27482,            0.010932,            0.099659,           0.0020079,           0.0020079,           0.0020079
                 198,            0.089373,             0.17485,           0.0076649,             0.10879,             0.57972,             0.37128,             0.38117,             0.18148,            0.087343,             0.27343,            0.011043,             0.09985,           0.0020044,           0.0020044,           0.0020044
                 199,            0.089592,             0.17289,           0.0071996,             0.10864,             0.56301,             0.38009,             0.38701,             0.18573,            0.087213,             0.27359,            0.010975,             0.09938,            0.002002,            0.002002,            0.002002
