               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 161,            0.017797,            0.023058,           0.0022169,             0.64875,             0.73405,              0.7017,              0.5251,            0.019835,            0.021699,           0.0071113,             0.00208,             0.00208,             0.00208
                 162,            0.018148,            0.023736,           0.0022484,             0.64787,             0.73376,             0.70244,             0.52733,            0.019779,            0.021538,           0.0073384,           0.0020305,           0.0020305,           0.0020305
                 163,            0.017826,            0.023866,           0.0019847,             0.65423,             0.72456,             0.71213,             0.53044,             0.01966,            0.021481,           0.0072954,            0.001981,            0.001981,            0.001981
                 164,             0.01788,            0.024202,           0.0021455,             0.65499,             0.72109,             0.70548,             0.52979,            0.019819,            0.021705,           0.0073011,           0.0019315,           0.0019315,           0.0019315
                 165,            0.017937,            0.024716,           0.0020464,             0.69653,             0.68141,             0.70618,             0.53349,             0.01962,            0.021649,           0.0074134,            0.001882,            0.001882,            0.001882
                 166,            0.017935,            0.023756,            0.002193,              0.6561,             0.72714,             0.70647,             0.53068,            0.019754,            0.021845,           0.0073998,           0.0018325,           0.0018325,           0.0018325
                 167,            0.017906,            0.024306,           0.0019879,             0.66938,              0.7092,             0.71168,             0.53921,              0.0196,            0.021478,           0.0074912,            0.001783,            0.001783,            0.001783
                 168,            0.017927,            0.023071,           0.0020377,             0.65465,             0.73454,             0.70697,             0.53695,            0.019604,            0.021449,            0.007793,           0.0017335,           0.0017335,           0.0017335
                 169,            0.018037,            0.024325,           0.0021241,             0.66328,             0.73664,             0.71494,              0.5416,            0.019487,            0.021249,           0.0076139,            0.001684,            0.001684,            0.001684
                 170,            0.017884,            0.023721,           0.0020709,             0.68636,             0.71332,             0.71637,             0.54392,            0.019591,             0.02151,           0.0073286,           0.0016345,           0.0016345,           0.0016345
                 171,            0.017495,            0.023443,           0.0020632,             0.64745,             0.73215,              0.7043,             0.53489,            0.019528,            0.021433,           0.0077195,            0.001585,            0.001585,            0.001585
                 172,            0.017833,            0.022872,           0.0020199,             0.68412,             0.70823,             0.71225,             0.54163,            0.019565,            0.021442,           0.0075642,           0.0015355,           0.0015355,           0.0015355
                 173,             0.01757,            0.023639,           0.0020811,             0.67059,             0.73945,             0.71848,             0.54418,            0.019615,            0.021748,           0.0072968,            0.001486,            0.001486,            0.001486
                 174,            0.017604,            0.023182,           0.0018876,             0.68406,             0.71344,             0.72318,              0.5487,            0.019518,             0.02156,            0.007162,           0.0014365,           0.0014365,           0.0014365
                 175,            0.017482,            0.023208,            0.001943,             0.68803,             0.69458,             0.71462,             0.54109,            0.019651,            0.021631,           0.0076021,            0.001387,            0.001387,            0.001387
                 176,            0.017663,            0.022633,           0.0018035,             0.68181,              0.7144,              0.7078,             0.53626,            0.019562,            0.021597,           0.0073781,           0.0013375,           0.0013375,           0.0013375
                 177,            0.017762,            0.023027,           0.0018895,             0.66072,             0.72458,             0.71192,             0.54474,            0.019482,            0.021679,           0.0075101,            0.001288,            0.001288,            0.001288
                 178,            0.017404,            0.022913,           0.0017793,              0.6397,             0.75931,             0.71276,             0.54259,            0.019496,            0.021569,           0.0073099,           0.0012385,           0.0012385,           0.0012385
                 179,             0.01767,            0.022882,           0.0018775,             0.66945,             0.71514,             0.70885,             0.54177,            0.019331,            0.021374,           0.0071938,            0.001189,            0.001189,            0.001189
                 180,            0.017933,            0.023747,           0.0017558,             0.68288,             0.69932,             0.71351,             0.54235,            0.019735,            0.021676,           0.0073751,           0.0011395,           0.0011395,           0.0011395
                 181,            0.017504,            0.023076,           0.0017461,             0.63894,             0.74977,             0.71016,             0.54022,            0.019641,            0.021565,           0.0077152,             0.00109,             0.00109,             0.00109
                 182,             0.01759,            0.022579,           0.0017864,             0.67358,             0.71584,             0.71814,             0.54734,            0.019548,            0.021707,           0.0073599,           0.0010405,           0.0010405,           0.0010405
                 183,            0.017909,            0.022874,           0.0022782,             0.64813,             0.74705,             0.72374,             0.55238,             0.01938,            0.021575,           0.0070508,            0.000991,            0.000991,            0.000991
                 184,            0.017373,            0.024151,           0.0018982,             0.67704,             0.71277,             0.71723,             0.54582,            0.019498,            0.021651,           0.0072255,           0.0009415,           0.0009415,           0.0009415
                 185,            0.017652,            0.022715,           0.0018524,             0.70488,             0.68087,               0.717,             0.54548,            0.019566,            0.021871,           0.0074412,            0.000892,            0.000892,            0.000892
                 186,            0.017658,            0.023402,           0.0018925,              0.6739,             0.70069,             0.71493,             0.54573,            0.019553,            0.021664,           0.0073543,           0.0008425,           0.0008425,           0.0008425
                 187,            0.017433,            0.023959,           0.0017723,             0.66741,             0.72073,             0.71492,             0.54491,            0.019557,            0.021711,           0.0077778,            0.000793,            0.000793,            0.000793
                 188,            0.017326,            0.025171,           0.0017079,             0.70015,             0.69891,             0.72056,             0.54771,             0.01953,            0.021571,            0.007375,           0.0007435,           0.0007435,           0.0007435
                 189,              0.0175,            0.023938,           0.0018654,              0.7091,             0.69432,             0.72258,             0.54896,            0.019528,            0.021592,           0.0072627,            0.000694,            0.000694,            0.000694
                 190,            0.017472,            0.023492,           0.0020621,              0.6701,             0.71885,             0.71762,             0.54562,            0.019516,            0.021678,           0.0075597,           0.0006445,           0.0006445,           0.0006445
                 191,            0.017488,            0.023402,           0.0018196,             0.64011,             0.74586,              0.7157,             0.54496,            0.019532,            0.021562,            0.007478,            0.000595,            0.000595,            0.000595
                 192,            0.017256,            0.022679,           0.0018502,              0.6935,             0.70693,             0.71438,             0.54332,            0.019459,            0.021724,           0.0075317,           0.0005455,           0.0005455,           0.0005455
                 193,             0.01733,            0.022049,           0.0017305,              0.6681,             0.74024,             0.71688,             0.54549,            0.019516,            0.021675,           0.0074916,            0.000496,            0.000496,            0.000496
                 194,            0.017634,            0.023938,           0.0018371,             0.70485,              0.7006,             0.72009,             0.55009,            0.019424,            0.021647,           0.0074113,           0.0004465,           0.0004465,           0.0004465
                 195,            0.017181,            0.023652,           0.0018805,             0.66501,             0.73491,             0.71856,              0.5488,            0.019517,            0.021667,           0.0074444,            0.000397,            0.000397,            0.000397
                 196,            0.017295,             0.02259,            0.001779,             0.66881,             0.72576,             0.71556,             0.54711,            0.019538,            0.021687,           0.0075234,           0.0003475,           0.0003475,           0.0003475
                 197,            0.017374,             0.02298,           0.0017958,             0.65462,             0.74837,              0.7214,             0.55139,            0.019529,            0.021753,           0.0073682,            0.000298,            0.000298,            0.000298
                 198,            0.017233,            0.022677,           0.0017014,             0.65715,             0.75051,              0.7237,             0.55395,            0.019481,            0.021809,           0.0073481,           0.0002485,           0.0002485,           0.0002485
                 199,            0.017469,            0.022991,           0.0015282,             0.67048,             0.73278,             0.72307,             0.55323,            0.019528,             0.02174,           0.0073762,            0.000199,            0.000199,            0.000199
